Point ID,f_0,f_1,f_2,f_Magnitude,i_0,i_1,i_2,i_Magnitude,id,omega_0,omega_1,omega_2,omega_Magnitude,Points_0,Points_1,Points_2,Points_Magnitude,radius,type,v_0,v_1,v_2,v_Magnitude
0,-1.52675e-10,-1.57561e-05,-1.52675e-10,1.57561e-05,0,0,0,0,1,-0.261268,0,0.261268,0.369489,0.0499928,0.00528805,0.0499928,0.070898,0.0005,1,-0.000153399,0.142398,-0.000153399,0.142398
